Status;Ano SolicitaÁ„o;SEI;Sexo;Estado Civil;Idade SolicitaÁ„o;PaÌs de Origem;Continente;Cidade SolicitaÁ„o;UF SolicitaÁ„o;Ano Decis„o;Motivo Arquivamento;Diff_Decisao_solicitacao;Alvo
INDEFERIDOS;2014;SIM;MASCULINO;SOLTEIRO(A);32;GUIN…-BISSAU;¡frica;S„o Paulo;SP;2016;;2;A
INDEFERIDOS;2014;SIM;MASCULINO;SOLTEIRO(A);23;GUIN…-CONACRI;¡frica;Barrac„o;PR;2016;;2;A
INDEFERIDOS;2014;SIM;MASCULINO;DESCONHECIDO;32;ÕNDIA;¡sia;BrasÌlia;DF;2016;;2;A
INDEFERIDOS;2015;SIM;MASCULINO;CASADO(A);20;ÕNDIA;¡sia;S„o Paulo;SP;2016;;1;B
INDEFERIDOS;2013;SIM;MASCULINO;SOLTEIRO(A);26;ISRAEL;Oriente MÈdio;Curitiba;PR;2016;;3;A
INDEFERIDOS;2014;SIM;MASCULINO;MENOR;2;JORD¬NIA;Oriente MÈdio;FlorianÛpolis;SC;2016;;2;A
INDEFERIDOS;2014;SIM;MASCULINO;SOLTEIRO(A);34;JORD¬NIA;Oriente MÈdio;FlorianÛpolis;SC;2016;;2;A
INDEFERIDOS;2014;SIM;FEMININO;SOLTEIRO(A);29;JORD¬NIA;Oriente MÈdio;FlorianÛpolis;SC;2016;;2;A
INDEFERIDOS;2014;SIM;MASCULINO;SOLTEIRO(A);26;JORD¬NIA;Oriente MÈdio;FlorianÛpolis;SC;2016;;2;A
INDEFERIDOS;2014;SIM;MASCULINO;SOLTEIRO(A);23;LÕçBANO;Oriente MÈdio;Piracicaba;SP;2016;;2;A
INDEFERIDOS;2015;SIM;MASCULINO;SOLTEIRO(A);22;LÕçBANO;Oriente MÈdio;Foz Do IguaÁu;PR;2016;;1;B
INDEFERIDOS;2014;SIM;FEMININO;SOLTEIRO(A);20;MARROCOS;¡frica;S„o Paulo;SP;2016;N„o Comparecimento A 2 Entrevistas Consecutivas;2;A
INDEFERIDOS;2014;SIM;FEMININO;CASADO(A);31;MO«AMBIQUE;¡frica;Foz Do IguaÁu;PR;2016;;2;A
INDEFERIDOS;2014;SIM;MASCULINO;CASADO(A);35;MO«AMBIQUE;¡frica;Foz Do IguaÁu;PR;2016;;2;A
INDEFERIDOS;2014;SIM;FEMININO;SOLTEIRO(A);34;MO«AMBIQUE;¡frica;Rio De Janeiro;RJ;2016;;2;A
INDEFERIDOS;2014;SIM;MASCULINO;CASADO(A);35;NEPAL;¡sia;S„o Paulo;SP;2016;;2;A
INDEFERIDOS;2014;SIM;MASCULINO;SOLTEIRO(A);27;NIG…RIA;¡frica;Curitiba;PR;2016;;2;A
INDEFERIDOS;2014;SIM;MASCULINO;SOLTEIRO(A);33;NIG…RIA;¡frica;S„o Paulo;SP;2016;;2;A
INDEFERIDOS;2014;SIM;MASCULINO;SOLTEIRO(A);35;NIG…RIA;¡frica;S„o Paulo;SP;2016;;2;A
INDEFERIDOS;2014;SIM;MASCULINO;SOLTEIRO(A);31;NIG…RIA;¡frica;S„o Paulo;SP;2016;;2;A
INDEFERIDOS;2014;N√O;MASCULINO;SOLTEIRO(A);17;NIG…RIA;¡frica;S„o Paulo;SP;2016;;2;A
INDEFERIDOS;2014;SIM;MASCULINO;SOLTEIRO(A);30;NIG…RIA;¡frica;S„o Paulo;SP;2016;;2;A
INDEFERIDOS;2015;SIM;MASCULINO;SOLTEIRO(A);21;PAQUIST√O;¡sia;BrasÌlia;DF;2016;;1;B
INDEFERIDOS;2014;SIM;MASCULINO;SOLTEIRO(A);23;PAQUIST√O;¡sia;BrasÌlia;DF;2016;;2;A
INDEFERIDOS;2014;SIM;MASCULINO;CASADO(A);36;PAQUIST√O;¡sia;BrasÌlia;DF;2016;;2;A
INDEFERIDOS;2014;SIM;MASCULINO;CASADO(A);29;PAQUIST√O;¡sia;BrasÌlia;DF;2016;;2;A
INDEFERIDOS;2014;N√O;MASCULINO;SOLTEIRO(A);23;PAQUIST√O;¡sia;BrasÌlia;DF;2016;;2;A
INDEFERIDOS;2014;SIM;MASCULINO;SOLTEIRO(A);24;QU NIA;¡frica;S„o Paulo;SP;2016;;2;A
INDEFERIDOS;2014;SIM;MASCULINO;SOLTEIRO(A);25;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2016;;2;A
INDEFERIDOS;2014;SIM;MASCULINO;SOLTEIRO(A);23;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2016;;2;A
INDEFERIDOS;2015;SIM;FEMININO;VI⁄VO(A);42;REP. DEM. DO CONGO;¡frica;Campinas;SP;2016;;1;B
INDEFERIDOS;2015;SIM;FEMININO;CASADO(A);42;REP. DOMINICANA;AmÈrica Central;Porto Alegre;RS;2016;;1;B
INDEFERIDOS;2015;SIM;MASCULINO;CASADO(A);43;REP. DOMINICANA;AmÈrica Central;FlorianÛpolis;SC;2016;;1;B
INDEFERIDOS;2015;SIM;MASCULINO;CASADO(A);27;SENEGAL;¡frica;Rio Branco;AC;2016;;1;B
INDEFERIDOS;2015;SIM;MASCULINO;SOLTEIRO(A);28;SENEGAL;¡frica;Rio Branco;AC;2016;;1;B
INDEFERIDOS;2014;SIM;MASCULINO;SOLTEIRO(A);23;SENEGAL;¡frica;Rio Branco;AC;2016;;2;A
INDEFERIDOS;2014;SIM;MASCULINO;SOLTEIRO(A);28;SENEGAL;¡frica;Rio Branco;AC;2016;;2;A
INDEFERIDOS;2014;SIM;MASCULINO;CASADO(A);29;SENEGAL;¡frica;Rio Branco;AC;2016;;2;A
INDEFERIDOS;2014;SIM;MASCULINO;SOLTEIRO(A);24;SENEGAL;¡frica;BrasilÈia;AC;2016;;2;A
INDEFERIDOS;2014;SIM;MASCULINO;SOLTEIRO(A);27;SENEGAL;¡frica;BrasilÈia;AC;2016;;2;A
INDEFERIDOS;2013;SIM;MASCULINO;SOLTEIRO(A);21;SENEGAL;¡frica;BrasilÈia;AC;2016;;3;A
INDEFERIDOS;2013;SIM;MASCULINO;CASADO(A);39;SENEGAL;¡frica;BrasilÈia;AC;2016;;3;A
INDEFERIDOS;2013;SIM;MASCULINO;CASADO(A);0;SENEGAL;¡frica;BrasilÈia;AC;2016;;3;A
INDEFERIDOS;2013;SIM;MASCULINO;CASADO(A);24;SENEGAL;¡frica;BrasilÈia;AC;2016;;3;A
INDEFERIDOS;2015;SIM;MASCULINO;DESCONHECIDO;35;SENEGAL;¡frica;Cuiab·;MT;2016;;1;B
INDEFERIDOS;2015;SIM;MASCULINO;DESCONHECIDO;26;SENEGAL;¡frica;Porto Alegre;RS;2016;;1;B
INDEFERIDOS;2015;SIM;MASCULINO;CASADO(A);33;SENEGAL;¡frica;Caxias Do Sul;RS;2016;;1;B
INDEFERIDOS;2014;SIM;MASCULINO;SOLTEIRO(A);22;SENEGAL;¡frica;Caxias Do Sul;RS;2016;;2;A
INDEFERIDOS;2015;SIM;MASCULINO;CASADO(A);30;SENEGAL;¡frica;Caxias Do Sul;RS;2016;;1;B
INDEFERIDOS;2015;SIM;MASCULINO;SOLTEIRO(A);20;SENEGAL;¡frica;Caxias Do Sul;RS;2016;;1;B
INDEFERIDOS;2013;SIM;MASCULINO;SOLTEIRO(A);40;SENEGAL;¡frica;Caxias Do Sul;RS;2016;;3;A
INDEFERIDOS;2014;SIM;MASCULINO;SOLTEIRO(A);24;SENEGAL;¡frica;Rio De Janeiro;RJ;2016;;2;A
INDEFERIDOS;2015;SIM;MASCULINO;DESCONHECIDO;28;SENEGAL;¡frica;S„o Paulo;SP;2016;;1;B
INDEFERIDOS;2015;SIM;MASCULINO;CASADO(A);28;TOGO;¡frica;S„o Paulo;SP;2016;;1;B
INDEFERIDOS;2015;SIM;MASCULINO;SOLTEIRO(A);22;TOGO;¡frica;S„o Paulo;SP;2016;;1;B
INDEFERIDOS;2015;SIM;MASCULINO;SOLTEIRO(A);22;TOGO;¡frica;S„o Paulo;SP;2016;;1;B
INDEFERIDOS;2015;SIM;MASCULINO;SOLTEIRO(A);24;TOGO;¡frica;S„o Paulo;SP;2016;;1;B
INDEFERIDOS;2015;SIM;FEMININO;SOLTEIRO(A);27;TOGO;¡frica;S„o Paulo;SP;2016;;1;B
INDEFERIDOS;2014;SIM;MASCULINO;CASADO(A);31;TOGO;¡frica;S„o Paulo;SP;2016;;2;A
INDEFERIDOS;2013;SIM;MASCULINO;SOLTEIRO(A);24;TUNÕçSIA;¡frica;Ponta Grossa;PR;2016;;3;A
INDEFERIDOS;2014;SIM;MASCULINO;SOLTEIRO(A);23;TUNÕçSIA;¡frica;Curitiba;PR;2016;;2;A
INDEFERIDOS;2015;SIM;MASCULINO;SOLTEIRO(A);22;VENEZUELA;AmÈrica Do Sul;Manaus;AM;2016;;1;B
INDEFERIDOS;2015;SIM;FEMININO;CASADO(A);31;VENEZUELA;AmÈrica Do Sul;Manaus;AM;2016;;1;B
INDEFERIDOS;2015;SIM;MASCULINO;MENOR;2;VENEZUELA;AmÈrica Do Sul;Manaus;AM;2016;;1;B
INDEFERIDOS;2015;SIM;MASCULINO;MENOR;3;VENEZUELA;AmÈrica Do Sul;Manaus;AM;2016;;1;B
INDEFERIDOS;2015;SIM;MASCULINO;SOLTEIRO(A);25;VENEZUELA;AmÈrica Do Sul;Manaus;AM;2016;;1;B
INDEFERIDOS;2014;SIM;MASCULINO;CASADO(A);26;VENEZUELA;AmÈrica Do Sul;Manaus;AM;2016;;2;A
INDEFERIDOS;2015;SIM;MASCULINO;SOLTEIRO(A);29;VENEZUELA;AmÈrica Do Sul;Porto Alegre;RS;2016;;1;B
INDEFERIDOS;2013;SIM;MASCULINO;SOLTEIRO(A);29;GUIN…-BISSAU;¡frica;CascavÈl;PR;2016;Decis„o Cnig Res. 27;3;A
INDEFERIDOS;2013;SIM;MASCULINO;SOLTEIRO(A);26;GUIN…-BISSAU;¡frica;CascavÈl;PR;2016;Decis„o Cnig Res. 27;3;A
PERDA;2013;SIM;MASCULINO;SOLTEIRO(A);19;LÕçBANO;Oriente MÈdio;Foz Do IguaÁu;PR;2014;;1;B
PERDA;2012;SIM;MASCULINO;SOLTEIRO(A);24;COSTA DO MARFIM;¡frica;S„o Paulo;SP;2014;;2;A
PERDA;2013;SIM;MASCULINO;SOLTEIRO(A);21;LÕçBANO;Oriente MÈdio;Foz Do IguaÁu;PR;2014;;1;B
PERDA;2001;SIM;FEMININO;SOLTEIRO(A);21;ANGOLA;¡frica;BrasÌlia;DF;2002;;1;B
PERDA;1999;SIM;MASCULINO;SOLTEIRO(A);21;ANGOLA;¡frica;BrasÌlia;DF;1999;;0;B
PERDA;2014;SIM;MASCULINO;SOLTEIRO(A);20;VENEZUELA;AmÈrica Do Sul;BrasÌlia;DF;2015;;1;B
PERDA;2013;SIM;MASCULINO;SOLTEIRO(A);25;NIG…RIA;¡frica;S„o Paulo;SP;2014;;1;B
PERDA;2012;SIM;MASCULINO;SOLTEIRO(A);32;COL‘MBIA;AmÈrica Do Sul;S„o Paulo;SP;2013;;1;B
PERDA;2012;SIM;MASCULINO;SOLTEIRO(A);20;BURKINA-FASO;¡frica;S„o Paulo;SP;2013;;1;B
PERDA;2000;N√O;MASCULINO;SOLTEIRO(A);22;RUANDA;¡frica;BrasÌlia;DF;2008;;8;A
PERDA;2000;N√O;FEMININO;DESCONHECIDO;Desconhecido;LIB…RIA;¡frica;BrasÌlia;DF;2002;;2;A
PERDA;2000;N√O;MASCULINO;SOLTEIRO(A);24;SERRA LEOA;¡frica;BrasÌlia;DF;2008;;8;A
PERDA;2001;N√O;MASCULINO;SOLTEIRO(A);23;SERRA LEOA;¡frica;BrasÌlia;DF;2002;;1;B
PERDA;2014;SIM;MASCULINO;CASADO(A);0;SÕRIA;Oriente MÈdio;Ribeir„o Preto;SP;2014;;0;B
PERDA;2013;SIM;MASCULINO;SOLTEIRO(A);28;NIG…RIA;¡frica;S„o Paulo;SP;2013;;0;B
PERDA;1999;N√O;MASCULINO;MENOR;16;ANGOLA;¡frica;BrasÌlia;DF;1999;;0;B
PERDA;2013;SIM;MASCULINO;SOLTEIRO(A);25;LÕçBANO;Oriente MÈdio;Foz Do IguaÁu;PR;2014;;1;B
PERDA;2013;SIM;MASCULINO;SOLTEIRO(A);26;LÕçBANO;Oriente MÈdio;Foz Do IguaÁu;PR;2014;;1;B
PERDA;2000;N√O;MASCULINO;SOLTEIRO(A);30;LIB…RIA;¡frica;BrasÌlia;DF;2008;;8;A
PERDA;2001;N√O;MASCULINO;SOLTEIRO(A);24;SERRA LEOA;¡frica;BrasÌlia;DF;2010;;9;A
PERDA;2014;SIM;MASCULINO;MENOR;9;LÕçBANO;Oriente MÈdio;Foz Do IguaÁu;PR;2014;;0;B
PERDA;2013;SIM;MASCULINO;SOLTEIRO(A);20;LÕçBANO;Oriente MÈdio;Foz Do IguaÁu;PR;2014;;1;B
PERDA;2013;SIM;MASCULINO;SOLTEIRO(A);22;LÕçBANO;Oriente MÈdio;S„o Paulo;SP;2014;;1;B
PERDA;2012;SIM;MASCULINO;SOLTEIRO(A);26;LÕçBANO;Oriente MÈdio;S„o Paulo;SP;2013;;1;B
PERDA;2013;SIM;MASCULINO;SOLTEIRO(A);23;LÕçBANO;Oriente MÈdio;CascavÈl;PR;2014;;1;B
PERDA;2008;N√O;FEMININO;MENOR;19;BOLÕçVIA;AmÈrica Do Sul;BrasilÈia;AC;2009;;1;B
PERDA;2010;SIM;FEMININO;CASADO(A);57;COL‘MBIA;AmÈrica Do Sul;BrasÌlia;DF;2010;;0;B
PERDA;2013;SIM;FEMININO;CASADO(A);19;LÕçBANO;Oriente MÈdio;BrasÌlia;DF;2014;;1;B
PERDA;2013;SIM;FEMININO;SOLTEIRO(A);21;LÕçBANO;Oriente MÈdio;Foz Do IguaÁu;PR;2014;;1;B
PERDA;2001;N√O;FEMININO;SOLTEIRO(A);21;ANGOLA;¡frica;BrasÌlia;DF;2002;;1;B
PERDA;2008;N√O;MASCULINO;CASADO(A);37;BOLÕçVIA;AmÈrica Do Sul;BrasilÈia;AC;2013;;5;A
PERDA;1999;N√O;MASCULINO;SOLTEIRO(A);26;ANGOLA;¡frica;BrasÌlia;DF;2000;;1;B
PERDA;2001;N√O;MASCULINO;SOLTEIRO(A);38;ANGOLA;¡frica;BrasÌlia;DF;2003;;2;A
PERDA;2004;N√O;MASCULINO;SOLTEIRO(A);36;CUBA;AmÈrica Central;Boa Vista;RR;2010;;6;A
PERDA;2013;SIM;MASCULINO;DESCONHECIDO;34;LÕçBANO;Oriente MÈdio;Foz Do IguaÁu;PR;2014;;1;B
PERDA;2002;N√O;MASCULINO;SOLTEIRO(A);25;SERRA LEOA;¡frica;BrasÌlia;DF;2008;;6;A
PERDA;2000;N√O;MASCULINO;CASADO(A);36;SERRA LEOA;¡frica;BrasÌlia;DF;2008;;8;A
PERDA;2007;N√O;FEMININO;SOLTEIRO(A);22;REP. DEM. DO CONGO;¡frica;Rio De Janeiro;RJ;2009;;2;A
PERDA;1999;N√O;MASCULINO;DESCONHECIDO;22;SERRA LEOA;¡frica;Santos;SP;2000;;1;B
PERDA;2014;SIM;MASCULINO;CASADO(A);51;SÕRIA;Oriente MÈdio;VitÛria;ES;2014;;0;B
PERDA;1999;N√O;FEMININO;SOLTEIRO(A);22;ANGOLA;¡frica;BrasÌlia;DF;1999;;0;B
PERDA;1999;N√O;MASCULINO;DESCONHECIDO;Desconhecido;ANGOLA;¡frica;BrasÌlia;DF;1999;;0;B
PERDA;2009;SIM;FEMININO;CASADO(A);58;BOLÕçVIA;AmÈrica Do Sul;BrasilÈia;AC;2009;;0;B
PERDA;1999;N√O;MASCULINO;SOLTEIRO(A);30;SERRA LEOA;¡frica;BrasÌlia;DF;1999;;0;B
PERDA;2006;N√O;MASCULINO;CASADO(A);48;COL‘MBIA;AmÈrica Do Sul;BrasÌlia;DF;2007;;1;B
PERDA;2004;N√O;MASCULINO;SOLTEIRO(A);48;BURUNDI;¡frica;S„o Paulo;SP;2010;;6;A
PERDA;2005;N√O;MASCULINO;SOLTEIRO(A);19;COL‘MBIA;AmÈrica Do Sul;S„o Paulo;SP;2010;;5;A
PERDA;2002;N√O;FEMININO;VI⁄VO(A);58;COL‘MBIA;AmÈrica Do Sul;BrasÌlia;DF;2002;;0;B
PERDA;2000;N√O;MASCULINO;DESCONHECIDO;Desconhecido;RUANDA;¡frica;BrasÌlia;DF;2001;;1;B
PERDA;2000;N√O;MASCULINO;SOLTEIRO(A);27;ANGOLA;¡frica;BrasÌlia;DF;2002;;2;A
PERDA;1998;N√O;MASCULINO;CASADO(A);35;SERRA LEOA;¡frica;BrasÌlia;DF;1998;;0;B
PERDA;2013;SIM;MASCULINO;DESCONHECIDO;24;SÕRIA;Oriente MÈdio;FlorianÛpolis;SC;2013;;0;B
PERDA;2013;SIM;MASCULINO;DIVORCIADO(A);24;COL‘MBIA;AmÈrica Do Sul;S„o Paulo;SP;2014;;1;B
PERDA;2013;SIM;FEMININO;CASADO(A);19;LÕçBANO;Oriente MÈdio;Foz Do IguaÁu;PR;2014;;1;B
PERDA;2009;SIM;FEMININO;UNI√O EST¡VEL;36;COL‘MBIA;AmÈrica Do Sul;Tabatinga;AM;2010;;1;B
PERDA;2009;N√O;FEMININO;CASADO(A);43;COL‘MBIA;AmÈrica Do Sul;Curitiba;PR;2009;;0;B
PERDA;2010;SIM;MASCULINO;CASADO(A);23;BUT√O;¡sia;S„o Paulo;SP;2010;;0;B
PERDA;2000;N√O;MASCULINO;SOLTEIRO(A);29;ANGOLA;¡frica;BrasÌlia;DF;2003;;3;A
PERDA;2003;N√O;FEMININO;SOLTEIRO(A);25;LIB…RIA;¡frica;S„o Paulo;SP;2010;;7;A
PERDA;2010;SIM;FEMININO;SOLTEIRO(A);22;BOLÕçVIA;AmÈrica Do Sul;BrasilÈia;AC;2012;;2;A
PERDA;1999;N√O;MASCULINO;MENOR;14;ETI”PIA;¡frica;S„o LuÌs;MA;2000;;1;B
PERDA;2012;SIM;MASCULINO;SOLTEIRO(A);39;SÕRIA;Oriente MÈdio;S„o Paulo;SP;2012;;0;B
PERDA;2013;SIM;MASCULINO;SOLTEIRO(A);37;NIG…RIA;¡frica;S„o Paulo;SP;2014;;1;B
PERDA;2000;N√O;MASCULINO;UNI√O EST¡VEL;33;LIB…RIA;¡frica;BrasÌlia;DF;2002;;2;A
PERDA;2000;N√O;MASCULINO;DESCONHECIDO;18;REP. DEM. DO CONGO;¡frica;Santos;SP;2000;;0;B
PERDA;2013;SIM;MASCULINO;DIVORCIADO(A);42;LÕçBANO;Oriente MÈdio;Foz Do IguaÁu;PR;2014;;1;B
PERDA;2014;SIM;FEMININO;CASADO(A);33;LÕçBANO;Oriente MÈdio;Foz Do IguaÁu;PR;2014;;0;B
PERDA;2005;N√O;FEMININO;MENOR;8;ANGOLA;¡frica;S„o Paulo;SP;2005;;0;B
PERDA;2005;N√O;FEMININO;CASADO(A);40;ANGOLA;¡frica;S„o Paulo;SP;2005;;0;B
PERDA;1999;N√O;MASCULINO;SOLTEIRO(A);31;SERRA LEOA;¡frica;BrasÌlia;DF;1999;;0;B
PERDA;2014;SIM;MASCULINO;SOLTEIRO(A);26;SÕRIA;Oriente MÈdio;Uberaba;MG;2014;;0;B
PERDA;2013;SIM;FEMININO;VI⁄VO(A);68;SÕRIA;Oriente MÈdio;BrasÌlia;DF;2014;;1;B
PERDA;2000;N√O;FEMININO;DESCONHECIDO;35;ANGOLA;¡frica;Rio De Janeiro;RJ;2011;;11;A
PERDA;2009;N√O;FEMININO;DESCONHECIDO;Desconhecido;COL‘MBIA;AmÈrica Do Sul;Rio De Janeiro;RJ;2009;;0;B
PERDA;2005;N√O;MASCULINO;CASADO(A);40;NIG…RIA;¡frica;BrasÌlia;DF;2005;;0;B
PERDA;2001;N√O;MASCULINO;SOLTEIRO(A);30;ANGOLA;¡frica;BrasÌlia;DF;2001;;0;B
PERDA;1999;N√O;MASCULINO;SOLTEIRO(A);23;SERRA LEOA;¡frica;BrasÌlia;DF;1999;;0;B
PERDA;2011;SIM;MASCULINO;CASADO(A);32;ANGOLA;¡frica;S„o Paulo;SP;2013;;2;A
PERDA;1999;SIM;MASCULINO;SOLTEIRO(A);28;ANGOLA;¡frica;BrasÌlia;DF;2000;;1;B
PERDA;2006;N√O;MASCULINO;DESCONHECIDO;27;COL‘MBIA;AmÈrica Do Sul;BrasÌlia;DF;2006;;0;B
PERDA;2002;N√O;MASCULINO;SOLTEIRO(A);35;COL‘MBIA;AmÈrica Do Sul;BrasÌlia;DF;2008;;6;A
PERDA;2012;SIM;MASCULINO;SOLTEIRO(A);25;SÕRIA;Oriente MÈdio;Goi‚nia;GO;2013;;1;B
PERDA;2002;N√O;MASCULINO;SOLTEIRO(A);29;ANGOLA;¡frica;BrasÌlia;DF;2003;;1;B
PERDA;2014;SIM;FEMININO;MENOR;9;SÕRIA;Oriente MÈdio;VitÛria;ES;2014;;0;B
PERDA;2013;SIM;MASCULINO;DESCONHECIDO;18;LÕçBANO;Oriente MÈdio;S„o Paulo;SP;2014;;1;B
PERDA;2012;SIM;MASCULINO;DESCONHECIDO;35;SÕRIA;Oriente MÈdio;Cuiab·;MT;2013;;1;B
PERDA;2013;SIM;MASCULINO;SOLTEIRO(A);22;LÕçBANO;Oriente MÈdio;Foz Do IguaÁu;PR;2014;;1;B
PERDA;2014;SIM;MASCULINO;MENOR;8;SÕRIA;Oriente MÈdio;VitÛria;ES;2014;;0;B
PERDA;2014;SIM;FEMININO;CASADO(A);41;SÕRIA;Oriente MÈdio;VitÛria;ES;2014;;0;B
PERDA;2006;N√O;MASCULINO;SOLTEIRO(A);21;SOM¡ÅLIA;¡frica;S„o Paulo;SP;2007;;1;B
PERDA;2012;SIM;MASCULINO;DESCONHECIDO;30;COL‘MBIA;AmÈrica Do Sul;S„o Paulo;SP;2013;;1;B
PERDA;2007;N√O;MASCULINO;CASADO(A);21;COL‘MBIA;AmÈrica Do Sul;BrasÌlia;DF;2007;;0;B
PERDA;2013;SIM;MASCULINO;SOLTEIRO(A);20;LÕçBANO;Oriente MÈdio;S„o Paulo;SP;2014;;1;B
PERDA;2000;N√O;MASCULINO;DESCONHECIDO;Desconhecido;RUANDA;¡frica;BrasÌlia;DF;2000;;0;B
PERDA;2013;SIM;MASCULINO;SOLTEIRO(A);24;LÕçBANO;Oriente MÈdio;S„o Paulo;SP;2014;;1;B
PERDA;2000;N√O;MASCULINO;DESCONHECIDO;20;BURUNDI;¡frica;Santos;SP;2002;;2;A
PERDA;2009;N√O;MASCULINO;DESCONHECIDO;39;ANGOLA;¡frica;BrasÌlia;DF;2009;;0;B
PERDA;1992;N√O;MASCULINO;SOLTEIRO(A);22;ANGOLA;¡frica;S„o Paulo;SP;1994;;2;A
PERDA;1999;N√O;MASCULINO;SOLTEIRO(A);25;ANGOLA;¡frica;BrasÌlia;DF;2000;;1;B
PERDA;2002;N√O;MASCULINO;SOLTEIRO(A);24;¡FRICA DO SUL;¡frica;BrasÌlia;DF;2005;;3;A
PERDA;1998;N√O;MASCULINO;SOLTEIRO(A);28;LIB…RIA;¡frica;BrasÌlia;DF;1998;;0;B
PERDA;2009;N√O;MASCULINO;SOLTEIRO(A);39;TUNÕçSIA;¡frica;Rio De Janeiro;RJ;2010;;1;B
PERDA;1999;N√O;MASCULINO;SOLTEIRO(A);29;GUIN…-BISSAU;¡frica;BrasÌlia;DF;1999;;0;B
PERDA;2014;SIM;MASCULINO;CASADO(A);45;SÕRIA;Oriente MÈdio;VitÛria;ES;2014;;0;B
PERDA;2014;SIM;FEMININO;SOLTEIRO(A);20;SÕRIA;Oriente MÈdio;VitÛria;ES;2014;;0;B
PERDA;2014;SIM;FEMININO;MENOR;2;SÕRIA;Oriente MÈdio;VitÛria;ES;2014;;0;B
PERDA;2012;SIM;MASCULINO;SOLTEIRO(A);20;COL‘MBIA;AmÈrica Do Sul;S„o Paulo;SP;2013;;1;B
PERDA;2004;N√O;MASCULINO;DESCONHECIDO;Desconhecido;CUBA;AmÈrica Central;BrasÌlia;DF;2014;;10;A
PERDA;2010;N√O;FEMININO;CASADO(A);20;BOLÕçVIA;AmÈrica Do Sul;BrasilÈia;AC;2010;;0;B
PERDA;2003;N√O;MASCULINO;SOLTEIRO(A);19;LIB…RIA;¡frica;S„o Paulo;SP;2004;;1;B
PERDA;2008;N√O;MASCULINO;SOLTEIRO(A);35;NIG…RIA;¡frica;BrasÌlia;DF;2008;;0;B
PERDA;2007;N√O;MASCULINO;CASADO(A);47;NIG…RIA;¡frica;BrasÌlia;DF;2011;;4;A
PERDA;2012;SIM;MASCULINO;SOLTEIRO(A);29;SÕRIA;Oriente MÈdio;S„o Paulo;SP;2013;;1;B
PERDA;2012;SIM;FEMININO;SOLTEIRO(A);44;IR√;¡sia;S„o Paulo;SP;2013;;1;B
PERDA;2010;SIM;MASCULINO;SOLTEIRO(A);21;AFEGANIST√O;¡sia;S„o Paulo;SP;2010;;0;B
PERDA;2008;N√O;MASCULINO;SOLTEIRO(A);24;REP. DEM. DO CONGO;¡frica;Rio De Janeiro;RJ;2010;;2;A
PERDA;2009;N√O;FEMININO;SOLTEIRO(A);17;COL‘MBIA;AmÈrica Do Sul;Manaus;AM;2009;;0;B
PERDA;2009;N√O;FEMININO;CASADO(A);33;BOLÕçVIA;AmÈrica Do Sul;BrasilÈia;AC;2009;;0;B
PERDA;2008;SIM;FEMININO;SOLTEIRO(A);18;COL‘MBIA;AmÈrica Do Sul;Tabatinga;AM;2009;;1;B
PERDA;2008;N√O;MASCULINO;SOLTEIRO(A);36;NIG…RIA;¡frica;BrasÌlia;DF;2008;;0;B
PERDA;2010;SIM;MASCULINO;CASADO(A);53;BOLÕçVIA;AmÈrica Do Sul;Corumb·;MS;2010;;0;B
PERDA;2000;N√O;FEMININO;CASADO(A);56;ANGOLA;¡frica;BrasÌlia;DF;2002;;2;A
PERDA;2005;N√O;MASCULINO;SOLTEIRO(A);29;REP. DEM. DO CONGO;¡frica;S„o Paulo;SP;2007;;2;A
PERDA;2004;N√O;MASCULINO;DESCONHECIDO;34;HAITI;AmÈrica Central;Guaruj·;SP;2008;;4;A
PERDA;2004;N√O;FEMININO;SOLTEIRO(A);37;ANGOLA;¡frica;S„o Paulo;SP;2006;;2;A
PERDA;2005;N√O;MASCULINO;SOLTEIRO(A);27;BURUNDI;¡frica;S„o Paulo;SP;2006;;1;B
PERDA;2010;N√O;MASCULINO;DESCONHECIDO;Desconhecido;REP. DEM. DO CONGO;¡frica;BrasÌlia;DF;2010;;0;B
PERDA;2001;N√O;FEMININO;SOLTEIRO(A);33;REP. DEM. DO CONGO;¡frica;BrasÌlia;DF;2003;;2;A
PERDA;2009;SIM;FEMININO;SOLTEIRO(A);25;BUT√O;¡sia;S„o Paulo;SP;2010;;1;B
PERDA;2006;SIM;MASCULINO;SOLTEIRO(A);27;PERU;AmÈrica Do Sul;Rio De Janeiro;RJ;2007;;1;B
PERDA;2003;N√O;MASCULINO;DESCONHECIDO;35;ANGOLA;¡frica;BrasÌlia;DF;2003;;0;B
PERDA;2001;N√O;MASCULINO;DESCONHECIDO;19;ANGOLA;¡frica;BrasÌlia;DF;2001;;0;B
PERDA;2009;N√O;MASCULINO;CASADO(A);45;BOLÕçVIA;AmÈrica Do Sul;BrasilÈia;AC;2009;;0;B
PERDA;2006;N√O;FEMININO;CASADO(A);46;COL‘MBIA;AmÈrica Do Sul;BrasÌlia;DF;2007;;1;B
PERDA;2001;SIM;MASCULINO;SOLTEIRO(A);25;ANGOLA;¡frica;BrasÌlia;DF;2001;;0;B
PERDA;2007;SIM;MASCULINO;SOLTEIRO(A);20;REP. DEM. DO CONGO;¡frica;Rio De Janeiro;RJ;2008;;1;B
